"","res"
"1327","55 W Jackson Blvd, Chicago, IL 60604, USA"
"1328","CanAm Hwy, Pueblo, CO 81004, USA"
"1329","Av. del Tesoro 1507, La Aurora, 45080 Zapopan, Jal., Mexico"
"1330","Av. del Tesoro 1507, La Aurora, 45080 Zapopan, Jal., Mexico"
"1331","Calakmul Municipality, Campeche, Mexico"
"1332","Calakmul Municipality, Campeche, Mexico"
"1333","Av Rosalio Bustamante 412, Americana, 89190 Tampico, Tamps., Mexico"
"1334","20000, Calle Gral. Ignacio Zaragoza 419, Zona Centro, Aguascalientes, Ags., Mexico"
"1335","Av. del Tesoro 1507, La Aurora, 45080 Zapopan, Jal., Mexico"
"1336","5000 Estate Enighed, Independence, KS 67301, USA"
"1337","Calle Eva Samano 7201, La Fe, 88187 Nuevo Laredo, Tamps., Mexico"
"1338","Calle Emilio Carranza 729, Rodriguez, 36690 Irapuato, Gto., Mexico"
"1339","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1340","3291 Hart Ave, Melbourne, IA 50162, USA"
"1341","17 W 6th Ave, Helena, MT 59601, USA"
"1342","1395 Broadway, Oakland, CA 94612, USA"
"1343",NA
"1344","18b Kirk Ave SW, Roanoke, VA 24018, USA"
"1345","570 4th St, Santa Rosa, CA 95401, USA"
"1346","570 4th St, Santa Rosa, CA 95401, USA"
"1347","570 4th St, Santa Rosa, CA 95401, USA"
"1348","7 Sur - 15 Pte., Centro, 72000 Puebla, Pue., Mexico"
"1349","William H. and Elizabeth Gray Danforth University Center, St. Louis, MO 63105, USA"
"1350","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1351","339 E 3900 S, Salt Lake City, UT 84107, USA"
"1352","401 E Tulare St, Dinuba, CA 93618, USA"
"1353","5000 Estate Enighed, Independence, KS 67301, USA"
"1354","Francisco Villa 1003A, Lagunita, 33730 Cd Camargo, Chih., Mexico"
"1355","Unnamed Road, San Francisco, CA 94102, USA"
"1356","4134 Fish Hatchery Rd, Gaston, SC 29053, USA"
"1357","121 S 4th St, DeKalb, IL 60115, USA"
"1358","6015 W 250 S, Tipton, IN 46072, USA"
"1359","Hempstead Tpke + Jerusalem Ave, Levittown, NY 11756, USA"
"1360","112 Shoshone St E, Twin Falls, ID 83301, USA"
"1361","Miguel Alemán 655B, Lomas de la Soledad, 98040 Zacatecas, Zac., Mexico"
"1362","715 N Edgewood St, Arlington, VA 22201, USA"
"1363","201 N Meridian St, Portland, IN 47371, USA"
"1364","349-399 US-11, Syracuse, NY 13202, USA"
"1365","6015 W 250 S, Tipton, IN 46072, USA"
"1366","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1367","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1368","Deer Creek, IL 61733, USA"
"1369","Ruta 205 esquina, Venezuela"
"1370","3291 Hart Ave, Melbourne, IA 50162, USA"
"1371","3291 Hart Ave, Melbourne, IA 50162, USA"
"1372","100 Queen St W, Toronto, ON M5G 1P5, Canada"
"1373","7 E Washington St, Hagerstown, MD 21740, USA"
"1374","7 E Washington St, Hagerstown, MD 21740, USA"
"1375","20000, Calle Gral. Ignacio Zaragoza 419, Zona Centro, Aguascalientes, Ags., Mexico"
"1376","111 Grant Ave, Fords, NJ 08863, USA"
"1377","New Hope, NC, USA"
"1378",NA
"1379","101 E Montgomery St, Creston, IA 50801, USA"
"1380","Av. del Tesoro 1507, La Aurora, 45080 Zapopan, Jal., Mexico"
"1381","113 Monroe St, Sarahsville, OH 43779, USA"
"1382","1210 Garnet Ct, Odenton, MD 21113, USA"
"1383","5000 Estate Enighed, Independence, KS 67301, USA"
"1384","4134 Fish Hatchery Rd, Gaston, SC 29053, USA"
"1385","4134 Fish Hatchery Rd, Gaston, SC 29053, USA"
"1386","591 S 11th St, Tacoma, WA 98405, USA"
"1387","112-172 State Capitol, Little Rock, AR 72201, USA"
"1388","106 W 1st St, Los Angeles, CA 90012, USA"
"1389","106 W 1st St, Los Angeles, CA 90012, USA"
"1390","Av. del Tesoro 1507, La Aurora, 45080 Zapopan, Jal., Mexico"
"1391","988-990 Keller Pkwy, Keller, TX 76248, USA"
"1392","802 E Illinois Ave, Vinita, OK 74301, USA"
"1393","36 Tolan St, Milan, MI 48160, USA"
"1394","800 N 21st St, Independence, KS 67301, USA"
"1395",NA
"1396","6th Ave / Locust St, DSM, Des Moines, IA 50309, USA"
"1397","Avon Park, FL 33825, USA"
"1398","Georgia State Capitol, Atlanta, GA 30334, USA"
"1399","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1400","1 Cambridge St, Boston, MA 02114, USA"
"1401","Unnamed Road, San Francisco, CA 94102, USA"
"1402","5000 Estate Enighed, Independence, KS 67301, USA"
"1403","Georgia State Capitol, Atlanta, GA 30334, USA"
"1404","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1405","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1406","43982 N Gratiot Ave, Clinton Twp, MI 48036, USA"
"1407","Av Cuauhtémoc 34, El Parazal, 39300 Acapulco, Gro., Mexico"
"1408","2100 FL-820, Hollywood, FL 33020, USA"
"1409","Cristóbal Colón 3, Centro, Chilpancingo de los Bravo, Gro., Mexico"
"1410","Jackson, NJ 08527, USA"
"1411","622 Buckingham St, Watertown, CT 06779, USA"
"1412","1502 Marilla St, Dallas, TX 75201, USA"
"1413","guamá, Guam"
"1414","1213 Brickell Ave, Miami, FL 33131, USA"
"1415","395 Main St, Salt Lake City, UT 84111, USA"
"1416","Pinehouse, SK S0J 2B0, Canada"
"1417","Pinehouse, SK S0J 2B0, Canada"
"1418","395 Main St, Salt Lake City, UT 84111, USA"
"1419","11900 Market St, Reston, VA 20190, USA"
"1420","408 N Main St, Mansfield, MA 02048, USA"
"1421","110 S 3rd St, Marquette, MI 49855, USA"
"1422","337 Carondelet St, New Orleans, LA 70130, USA"
"1423","3291 Hart Ave, Melbourne, IA 50162, USA"
"1424","10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"1425","7 Sur - 15 Pte., Centro, 72000 Puebla, Pue., Mexico"
"1426","7 Sur - 15 Pte., Centro, 72000 Puebla, Pue., Mexico"
"1427","23 Public Square, Mt Vernon, OH 43050, USA"
"1428","23 Public Square, Mt Vernon, OH 43050, USA"
"1429","23 Public Square, Mt Vernon, OH 43050, USA"
"1430","23 Public Square, Mt Vernon, OH 43050, USA"
"1431","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"1432","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"1433","Folketshusvägen 76049, 760 49 Herräng, Sweden"
"1434","899 Vaughn St, Aurora, CO 80011, USA"
"1435","1500 E Woodrow Wilson Ave, Jackson, MS 39216, USA"
"1436","631 1st Ave N, Fargo, ND 58102, USA"
"1437","5000 Estate Enighed, Independence, KS 67301, USA"
"1438","26518 E Hardy Rd, Spring, TX 77373, USA"
"1439","301 Central Ave NW, Albuquerque, NM 87102, USA"
"1440","Aquiles Serdán Municipality, Chihuahua, Mexico"
"1441","Francisco Villa 1003A, Lagunita, 33730 Cd Camargo, Chih., Mexico"
"1442","Unnamed Road, San Francisco, CA 94102, USA"
"1443","5000 Estate Enighed, Independence, KS 67301, USA"
"1444","399, 325 E Veterans Memorial Blvd, Killeen, TX 76541, United States"
"1445","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1446","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1447","160 N Las Vegas Blvd, Las Vegas, NV 89101, USA"
"1448","Empresa Sociedad Cooperativa Industrial de Transportes El Prat, C/Principat D'Andorra 63-65 Viladecans, 28023 Madrid, Spain"
"1449","6427 Lankershim Blvd, North Hollywood, CA 91606, USA"
"1450","6427 Lankershim Blvd, North Hollywood, CA 91606, USA"
"1451","Av Cuauhtémoc 34, El Parazal, 39300 Acapulco, Gro., Mexico"
"1452","11 Centre St, New York, NY 10007, USA"
"1453","Froste Ln, Winters, TX 79567, USA"
"1454","628 King St, Alexandria, VA 22314, USA"
"1455","305 N Hastings Ave, Hastings, NE 68901, USA"
"1456","1664 Township Hwy 165, Ashley, OH 43003, USA"
"1457","715 N Edgewood St, Arlington, VA 22201, USA"
"1458","715 N Edgewood St, Arlington, VA 22201, USA"
"1459","715 N Edgewood St, Arlington, VA 22201, USA"
"1460","10 S Gilbert St, Iowa City, IA 52240, USA"
"1461","498 E Evelyn Ave, Mountain View, CA 94043, USA"
"1462","92 E Main St, Newark, DE 19711, USA"
"1463","7 Sur - 15 Pte., Centro, 72000 Puebla, Pue., Mexico"
"1464","1785 Old Bishop Hollow Rd, Newtown Square, PA 19073, USA"
"1465","408 S Main St, Allen, KS 66833, USA"
"1466","5000 Estate Enighed, Independence, KS 67301, USA"
"1467","201 E Fayette St, Baltimore, MD 21202, USA"
"1468","3291 Hart Ave, Melbourne, IA 50162, USA"
"1469","Calle 57<U+1D2C> 422, Lázaro Cárdenas, 97219 Mérida, Yuc., Mexico"
"1470",NA
"1471","1819 14th St NW, Washington, DC 20009, USA"
"1472","1819 14th St NW, Washington, DC 20009, USA"
"1473","6014 Prospectors Rd, Garden Valley, CA 95633, USA"
"1474","501 Congress Ave, Austin, TX 78701, USA"
"1475","501 Congress Ave, Austin, TX 78701, USA"
"1476","Metomen, WI, USA"
"1477","Metomen, WI, USA"
"1478","Metomen, WI, USA"
"1479","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1480","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1481","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1482","Av Cuauhtémoc 34, El Parazal, 39300 Acapulco, Gro., Mexico"
"1483","390 W El Camino Real, Sunnyvale, CA 94087, USA"
"1484","101-199 Mckinley Ave SW, Canton, OH 44702, USA"
"1485","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1486","11 Centre St, New York, NY 10007, USA"
"1487","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1488","Ignacio Allende 601, Francisco Murguía, 50130 Toluca de Lerdo, Méx., Mexico"
"1489","Av Cuauhtémoc 34, El Parazal, 39300 Acapulco, Gro., Mexico"
"1490","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1491","106 W 1st St, Los Angeles, CA 90012, USA"
"1492","Georgia State Capitol, Atlanta, GA 30334, USA"
"1493","Georgia State Capitol, Atlanta, GA 30334, USA"
"1494","Georgia State Capitol, Atlanta, GA 30334, USA"
"1495","Georgia State Capitol, Atlanta, GA 30334, USA"
"1496","Georgia State Capitol, Atlanta, GA 30334, USA"
"1497","Georgia State Capitol, Atlanta, GA 30334, USA"
"1498","Georgia State Capitol, Atlanta, GA 30334, USA"
"1499","Georgia State Capitol, Atlanta, GA 30334, USA"
"1500","Georgia State Capitol, Atlanta, GA 30334, USA"
"1501","Georgia State Capitol, Atlanta, GA 30334, USA"
"1502","3 N University Ave, Provo, UT 84601, USA"
"1503","Pinehouse, SK S0J 2B0, Canada"
"1504","Av Pino Suárez 2412, Ampliacion Emiliano Zapata, 96568 Coatzacoalcos, Ver., Mexico"
"1505","Calle Eva Samano 7201, La Fe, 88187 Nuevo Laredo, Tamps., Mexico"
"1506","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1507","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1508","1301 Bataan St NW, Washington, DC 20036, USA"
"1509","1301 Bataan St NW, Washington, DC 20036, USA"
"1510","2 E Jefferson St, Franklin, IN 46131, USA"
"1511","81 S Wilmington St, Raleigh, NC 27603, USA"
"1512","5000 Estate Enighed, Independence, KS 67301, USA"
"1513","5000 Estate Enighed, Independence, KS 67301, USA"
"1514","11 Centre St, New York, NY 10007, USA"
"1515","500 George St N, Peterborough, ON K9H 3R9, Canada"
"1516","Georgia State Capitol, Atlanta, GA 30334, USA"
"1517","Pleasant, KS, USA"
"1518","249299 Pacific Avenue, Long Beach, CA 90802, USA"
"1519","Calle Alberto Carrera Torres 1301, Residencial Selectas, 87050 Cd Victoria, Tamps., Mexico"
"1520","1200 E Goldsmith Dr, Highlands Ranch, CO 80126, USA"
"1521","1200 E Goldsmith Dr, Highlands Ranch, CO 80126, USA"
"1522","City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"1523","236 Main St, Annapolis, MD 21401, USA"
"1524","221 2nd Ave S, Clinton, IA 52732, USA"
"1525","221 2nd Ave S, Clinton, IA 52732, USA"
"1526","7 Sur - 15 Pte., Centro, 72000 Puebla, Pue., Mexico"
"1527","7 Sur - 15 Pte., Centro, 72000 Puebla, Pue., Mexico"
"1528","2921 West 1st Street, Coffeyville, KS 67337, Coffeyville, KS 67337, United States"
"1529","5000 Estate Enighed, Independence, KS 67301, USA"
"1530","1 Cambridge St, Boston, MA 02114, USA"
"1531","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1532","62 Pilgrim Rd, Weymouth, MA 02191, USA"
"1533","62 Pilgrim Rd, Weymouth, MA 02191, USA"
"1534","507 N 2nd St, Festus, MO 63028, USA"
"1535","175 Main St, Burlington, VT 05401, USA"
"1536","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1537","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1538","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1539","5 Niagara Square, Buffalo, NY 14202, USA"
"1540","Aurelio Manriquez 102B, San Miguel, 79613 Rioverde, S.L.P., Mexico"
"1541","3715 SE Division St, Portland, OR 97202, USA"
"1542","residence hall, michigan technology university, houghton, MI, Houghton, MI, USA, Houghton, MI 49931, United States"
"1543","lazaro cardenas 16c, Primer Cuadro, 80000 Culiacán Rosales, Sin., Mexico"
"1544","residence hall, michigan technology university, houghton, MI, Houghton, MI, USA, Houghton, MI 49931, United States"
"1545","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1546","Calle de la Galarza 76, Zona Centro, 36000 Guanajuato, Gto., Mexico"
"1547","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1548","10995 Co Rd 8150, Rolla, MO 65401, USA"
"1549","residence hall, michigan technology university, houghton, MI, Houghton, MI, USA, Houghton, MI 49931, United States"
"1550","7637 20th St SW, Backus, MN 56435, USA"
"1551","Aeropuerto Mas Cerca A Lowell massachusrtts, Sudbury, MA 01776, USA"
"1552","W282N7084 Main St, Merton, WI 53056, USA"
"1553","W282N7084 Main St, Merton, WI 53056, USA"
"1554","115 TX-56, Sherman, TX 75090, USA"
"1555","1 Cambridge St, Boston, MA 02114, USA"
"1556","García Diego 120, Los Angeles, 78230 San Luis, S.L.P., Mexico"
"1557","García Diego 120, Los Angeles, 78230 San Luis, S.L.P., Mexico"
"1558","García Diego 120, Los Angeles, 78230 San Luis, S.L.P., Mexico"
"1559","5000 Estate Enighed, Independence, KS 67301, USA"
"1560","1301 Bataan St NW, Washington, DC 20036, USA"
"1561","201 Warwick Rd, Haddonfield, NJ 08033, USA"
"1562","594 Wacouta St, St Paul, MN 55101, USA"
"1563","301 W Irving Blvd, Irving, TX 75060, USA"
"1564","27 Courthouse Square, Rockville, MD 20850, USA"
"1565","200 E Pikes Peak Ave, Colorado Springs, CO 80903, USA"
"1566","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1567","900 S Kansas Ave, Topeka, KS 66612, USA"
"1568","San Bernardino County, CA, USA"
"1569","Carr. Internacional, Centro, Oaxaca, Oax., Mexico"
"1570","1664 Township Hwy 165, Ashley, OH 43003, USA"
"1571","1664 Township Hwy 165, Ashley, OH 43003, USA"
"1572","Calle Xochipilli Tonalco 24, Lomas de Tonalco, 16410 Ciudad de México, CDMX, Mexico"
"1573","1714 Watson St, St Charles, MO 63301, USA"
"1574","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1575","25 Memorial Cir, Augusta, ME 04330, USA"
"1576","157 Poplar Ave, Memphis, TN 38103, USA"
"1577","5000 Estate Enighed, Independence, KS 67301, USA"
"1578","Rogers AR, 121 Peanut Ridge Rd, McRae, AR 72102, USA"
"1579","Ghan NT 0872, Australia"
"1580","2 W Main St, Chillicothe, OH 45601, USA"
"1581","1664 Township Hwy 165, Ashley, OH 43003, USA"
"1582","Coolfin Glebe, Co. Offaly, Ireland"
"1583","5000 Estate Enighed, Independence, KS 67301, USA"
"1584","500 Mission Ave, Oceanside, CA 92054, USA"
"1585","Skórka 13, 95-045 Skórka, Poland"
"1586","Ghan NT 0872, Australia"
"1587","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1588","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1589","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1590","279-299 Earl St, Tappahannock, VA 22560, USA"
"1591","11 Centre St, New York, NY 10007, USA"
"1592","1437 Bannock St, Denver, CO 80202, USA"
"1593","Tepic, Nayarit, Mexico"
"1594","Avon Park, FL 33825, USA"
"1595","5000 Estate Enighed, Independence, KS 67301, USA"
"1596","Unnamed Road, San Francisco, CA 94102, USA"
"1597","Georgia State Capitol, Atlanta, GA 30334, USA"
"1598","Georgia State Capitol, Atlanta, GA 30334, USA"
"1599","Georgia State Capitol, Atlanta, GA 30334, USA"
"1600","14 W 95th St, Chicago, IL 60628, USA"
"1601","14 W 95th St, Chicago, IL 60628, USA"
"1602","326 Main St, Norwich, VT 05055, USA"
"1603","Merritt Island, FL 32952, USA"
"1604","Rochester Hotels, Rochester, MN 55902, USA"
"1605","5000 Estate Enighed, Independence, KS 67301, USA"
"1606","454 E Bowman St, Wooster, OH 44691, USA"
"1607","598 Chestnut St, Santa Cruz, CA 95060, USA"
"1608","101-199 Mckinley Ave SW, Canton, OH 44702, USA"
"1609","García Diego 118, De Tequisquiapan, 78230 San Luis, S.L.P., Mexico"
"1610","García Diego 118, De Tequisquiapan, 78230 San Luis, S.L.P., Mexico"
"1611","García Diego 118, De Tequisquiapan, 78230 San Luis, S.L.P., Mexico"
"1612","García Diego 118, De Tequisquiapan, 78230 San Luis, S.L.P., Mexico"
"1613","81 S Wilmington St, Raleigh, NC 27603, USA"
"1614","4 E Main St, Mesa, AZ 85201, USA"
"1615","Trent Hall, Durham, NC 27710, USA"
"1616","100 Albert St, Ottawa, ON K1P 1A5, Canada"
"1617","103 W Main St, Walnut Grove, MO 65770, USA"
"1618","55 W Jackson Blvd, Chicago, IL 60604, USA"
"1619","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1620","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1621","Saltillo - Zacatecas, Sin Nombre de Col 16, Saltillo, Coah., Mexico"
"1622","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1623","3411 70th St, Urbandale, IA 50322, USA"
"1624","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1625","Deer Creek, IL 61733, USA"
"1626","Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"1627","11 Centre St, New York, NY 10007, USA"
"1628","10000 Airline Dr, Houston, TX 77037, USA"
"1629","133 N Gilbert Rd, Gilbert, AZ 85234, USA"
"1630","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1631","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1632","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1633","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1634","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1635","7637 20th St SW, Backus, MN 56435, USA"
"1636","Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"1637","5000 Estate Enighed, Independence, KS 67301, USA"
"1638","Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA"
"1639","406 Main St, Cedar Falls, IA 50613, USA"
"1640","Wake Island Airfield (AWK), Wake Island"
"1641","11 Centre St, New York, NY 10007, USA"
"1642","11 Centre St, New York, NY 10007, USA"
"1643","11 Centre St, New York, NY 10007, USA"
"1644","100 Queen St W, Toronto, ON M5G 1P5, Canada"
"1645","Av. Ocampo Ote. SN-C CERVECERIA CORONA, Nuevo Torreón, 27060 Torreón, Coah., Mexico"
"1646","Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"1647","Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"1648","I-37, Corpus Christi, TX 78401, USA"
"1649","I-37, Corpus Christi, TX 78401, USA"
"1650","Unnamed Road, San Francisco, CA 94102, USA"
"1651","1500 PA-3, Philadelphia, PA 19102, USA"
"1652","11 Centre St, New York, NY 10007, USA"
"1653",NA
"1654","Boon Township, MI, USA"
"1655","W Main St & N State St, Westerville, OH 43081, USA"
"1656","2005 Main St, Sarasota, FL 34237, USA"
"1657","2005 Main St, Sarasota, FL 34237, USA"
"1658","106 W 1st St, Los Angeles, CA 90012, USA"
"1659","5000 Estate Enighed, Independence, KS 67301, USA"
"1660","Ghan NT 0872, Australia"
"1661","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1662","2405 Ave F, Wilson, KS 67490, USA"
"1663","11 Centre St, New York, NY 10007, USA"
"1664","Calle principal, Centro, Santa Cruz, Tihuixte, Oax., Mexico"
"1665","Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"1666","28 Rebecca St, Hamilton, ON L8R 1B4, Canada"
"1667","Tingskrivervej 7, 8620 Kjellerup, Denmark"
"1668","1501 SE 7th Ave, Portland, OR 97214, USA"
"1669","15356 Red Hill Ave, Tustin, CA 92780, USA"
"1670","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1671","Calle Av. Rosales 121, Centro, Hermosillo, Son., Mexico"
"1672","Metomen, WI, USA"
"1673","1 Monroe Center St NW, Grand Rapids, MI 49503, USA"
"1674","100 Queen St W, Toronto, ON M5G 1P5, Canada"
"1675","5000 Estate Enighed, Independence, KS 67301, USA"
"1676","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1677","15 W Main St, Avon, CT 06001, USA"
"1678","15 W Main St, Avon, CT 06001, USA"
"1679","Residencial San Víctor 622, Azteca, 50180 Toluca de Lerdo, Méx., Mexico"
"1680","Calle Eva Samano 7201, La Fe, 88187 Nuevo Laredo, Tamps., Mexico"
"1681","Freedom Corner, Crawford St, Pittsburgh, PA 15219, USA"
"1682","Sin nombre No. 105 LB, Zaragoza, 67563 Montemorelos, N.L., Mexico"
"1683","5000 Estate Enighed, Independence, KS 67301, USA"
"1684","Froste Ln, Winters, TX 79567, USA"
"1685","Huhí, Yuc., Mexico"
"1686","Ignacio Allende 601, Francisco Murguía, 50130 Toluca de Lerdo, Méx., Mexico"
"1687","Ignacio Allende 601, Francisco Murguía, 50130 Toluca de Lerdo, Méx., Mexico"
"1688","Ignacio Allende 601, Francisco Murguía, 50130 Toluca de Lerdo, Méx., Mexico"
"1689","7637 20th St SW, Backus, MN 56435, USA"
"1690","209 N Boulder Ave, Tulsa, OK 74103, USA"
"1691","Sea TAC Arpt (E), SeaTac, WA 98158, USA"
"1692","Pinehouse, SK S0J 2B0, Canada"
"1693","1-5 Bellevue Way SE, Bellevue, WA 98004, USA"
"1694","10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"1695","10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"1696","1730 4th St, Peru, IL 61354, USA"
"1697","Deer Creek, IL 61733, USA"
"1698","9 Main St, Madison, NJ 07940, USA"
"1699","1301 Bataan St NW, Washington, DC 20036, USA"
"1700","Av. del Tesoro 1507, La Aurora, 45080 Zapopan, Jal., Mexico"
"1701","11 Centre St, New York, NY 10007, USA"
"1702","Av Allende 545, Bustamante, 22840 Ensenada, B.C., Mexico"
"1703","Av Allende 545, Bustamante, 22840 Ensenada, B.C., Mexico"
"1704","741 N Main St, Spearfish, SD 57783, USA"
"1705","11 Centre St, New York, NY 10007, USA"
"1706","11 Centre St, New York, NY 10007, USA"
"1707","Lehmustie 104, 41880 Jyväskylä, Finland"
"1708","106 S Center St, Casper, WY 82601, USA"
"1709","Willard, NM 87063, USA"
"1710","4362 Gun and Rod Club Rd, Houston, DE 19954, USA"
"1711","4362 Gun and Rod Club Rd, Houston, DE 19954, USA"
"1712","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1713","302 S Commerce St, Harlingen, TX 78550, USA"
"1714","7637 20th St SW, Backus, MN 56435, USA"
"1715","115 W Main St, Spartanburg, SC 29306, USA"
"1716","115 W Main St, Spartanburg, SC 29306, USA"
"1717","Ghan NT 0872, Australia"
"1718",NA
"1719","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1720","Ave. Q & 19th, Lubbock, TX 79411, USA"
"1721","Ave. Q & 19th, Lubbock, TX 79411, USA"
"1722","Ave. Q & 19th, Lubbock, TX 79411, USA"
"1723","Ave. Q & 19th, Lubbock, TX 79411, USA"
"1724","Ave. Q & 19th, Lubbock, TX 79411, USA"
"1725","Ave. Q & 19th, Lubbock, TX 79411, USA"
"1726","Ave. Q & 19th, Lubbock, TX 79411, USA"
"1727","Ave. Q & 19th, Lubbock, TX 79411, USA"
"1728","Ave. Q & 19th, Lubbock, TX 79411, USA"
"1729","Ave. Q & 19th, Lubbock, TX 79411, USA"
"1730","Ave. Q & 19th, Lubbock, TX 79411, USA"
"1731","Calle Alberto Carrera Torres 1301, Residencial Selectas, 87050 Cd Victoria, Tamps., Mexico"
"1732","55 W Jackson Blvd, Chicago, IL 60604, USA"
"1733","265 S River Ave, Holland, MI 49423, USA"
"1734","Unnamed Road, San Francisco, CA 94102, USA"
"1735","106 W 1st St, Los Angeles, CA 90012, USA"
"1736","3715 SE Division St, Portland, OR 97202, USA"
"1737","Huhí, Yuc., Mexico"
"1738","572-598 Grant St, Pittsburgh, PA 15219, USA"
"1739","106 W 1st St, Los Angeles, CA 90012, USA"
"1740","105 S Main St, Muskogee, OK 74401, USA"
"1741","Universitario, Oaxaca, Mexico"
"1742","Carr. Internacional, Centro, Oaxaca, Oax., Mexico"
"1743","8 Avon St, Wakefield, MA 01880, USA"
"1744","51 E 1st N St, Mesquite, NV 89027, USA"
"1745","7 Sur - 15 Pte., Centro, 72000 Puebla, Pue., Mexico"
"1746","7 Sur - 15 Pte., Centro, 72000 Puebla, Pue., Mexico"
"1747","2630 Croydon Drive, Sanger, CA 93657, USA"
"1748",NA
"1749","5000 Estate Enighed, Independence, KS 67301, USA"
"1750","5000 Estate Enighed, Independence, KS 67301, USA"
"1751","401 Main St, Baton Rouge, LA 70802, USA"
"1752","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1753","219 High St, Hamilton, OH 45011, USA"
"1754","Pinehouse, SK S0J 2B0, Canada"
"1755","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1756","5000 Estate Enighed, Independence, KS 67301, USA"
"1757",NA
"1758",NA
"1759","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1760","Calle 57<U+1D2C> 422, Lázaro Cárdenas, 97219 Mérida, Yuc., Mexico"
"1761","3715 SE Division St, Portland, OR 97202, USA"
"1762",NA
"1763","6014 Prospectors Rd, Garden Valley, CA 95633, USA"
"1764","6014 Prospectors Rd, Garden Valley, CA 95633, USA"
"1765","Avon Park, FL 33825, USA"
"1766","5000 Estate Enighed, Independence, KS 67301, USA"
"1767","1301 Bataan St NW, Washington, DC 20036, USA"
"1768","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1769","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1770","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
